"","X","Attrition","Age","DistanceFromHome","Education","EnvironmentSatisfaction","JobInvolvement","JobLevel","JobSatisfaction","MonthlyIncome","NumCompaniesWorked","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","Attrition_No","BusinessTravel_Travel_Frequently","BusinessTravel_Non-Travel","Department_Research & Development","Department_Human Resources","EducationField_Other","EducationField_Medical","EducationField_Marketing","EducationField_Technical Degree","EducationField_Human Resources","Gender_Male","JobRole_Research Scientist","JobRole_Laboratory Technician","JobRole_Manufacturing Director","JobRole_Healthcare Representative","JobRole_Manager","JobRole_Sales Representative","JobRole_Research Director","JobRole_Human Resources","MaritalStatus_Married","MaritalStatus_Divorced","OverTime_No","predicted_value"
"761","761","No","0.833333333333333","0.0357142857142857","0.5","0.666666666666667","0.333333333333333","0.5","0.333333333333333","0.343127962085308","0.222222222222222","0.0714285714285714","0","0","0.333333333333333","0.75","0.333333333333333","0.666666666666667","0.375","0.388888888888889","0.4","0.705882352941177","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","No"
"768","768","No","0.452380952380952","0.0714285714285714","0.5","1","0.666666666666667","0.25","0.333333333333333","0.163138493944181","0.333333333333333","0.285714285714286","0","0","0","0.2","0.5","0.333333333333333","0.1","0.166666666666667","0","0.0588235294117647","1","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","No"
"770","770","No","0.19047619047619","0","0","0","0.333333333333333","0","0.666666666666667","0.0525539757767246","0.111111111111111","0.142857142857143","0","0.666666666666667","0.666666666666667","0.125","0.833333333333333","0.666666666666667","0.125","0.166666666666667","0.0666666666666667","0.176470588235294","1","1","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","No"
"774","774","No","0.428571428571429","0.392857142857143","1","1","0.333333333333333","0.5","1","0.41332280147446","0","0","0","0.333333333333333","0","0.375","0.333333333333333","0.333333333333333","0.35","0.444444444444444","0.466666666666667","0.470588235294118","1","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","No"
"783","783","No","0.285714285714286","0.678571428571429","0.5","0.666666666666667","0.666666666666667","0.25","0","0.471195365982096","0","0.285714285714286","0","0.666666666666667","0.333333333333333","0.175","0.166666666666667","0.333333333333333","0.15","0.111111111111111","0","0.117647058823529","1","0","0","1","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","1","No"
"784","784","No","0.547619047619048","0.214285714285714","0.25","0.333333333333333","1","0","0.666666666666667","0.124644549763033","0.111111111111111","0.142857142857143","0","0.666666666666667","0","0.25","0.5","0.666666666666667","0.25","0.333333333333333","0","0.470588235294118","1","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","1","No"
"792","792","Yes","0.404761904761905","0.107142857142857","0.5","1","0.666666666666667","0.5","0","0.45144813059505","0","0.785714285714286","1","0","0","0.225","0.333333333333333","0.666666666666667","0.2","0.388888888888889","0.266666666666667","0.411764705882353","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","Yes"
"796","796","No","0.452380952380952","0.321428571428571","0.75","1","0.333333333333333","0.25","1","0.299368088467615","0.222222222222222","0.214285714285714","0","0.666666666666667","1","0.2","0.833333333333333","0.666666666666667","0.025","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","No"
"799","799","Yes","0.357142857142857","0.857142857142857","0.5","0","0.333333333333333","0","0.333333333333333","0.068667719852554","0.444444444444444","0.642857142857143","1","0.333333333333333","0","0.125","0","0.666666666666667","0.05","0.111111111111111","0.133333333333333","0.117647058823529","0","0","0","1","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","Yes"
"800","800","No","0.571428571428571","0.0357142857142857","0.25","1","0.666666666666667","0.75","0","0.877093206951027","0","0.428571428571429","0","1","0.333333333333333","0.575","0.5","0.666666666666667","0.55","0.333333333333333","0.866666666666667","0.411764705882353","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","1","0","1","No"
"802","802","Yes","0.761904761904762","0","0.75","1","0.666666666666667","0.25","0.666666666666667","0.195839915745129","0.333333333333333","0.214285714285714","0","1","0","0.125","0.666666666666667","0.666666666666667","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","No"
"803","803","No","0.357142857142857","0.214285714285714","0.5","1","0.666666666666667","0.25","0.333333333333333","0.173407056345445","0","0.428571428571429","0","0.666666666666667","0.333333333333333","0.1","0.5","0.666666666666667","0.075","0.111111111111111","0","0.117647058823529","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","No"
"804","804","No","0.380952380952381","0.0714285714285714","0.75","0.666666666666667","0.333333333333333","0","1","0.103738809899947","0.333333333333333","0.428571428571429","0","1","1","0.15","0.333333333333333","0.666666666666667","0","0","0","0","1","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","1","No"
"805","805","No","0.714285714285714","0","0.75","0","1","0.75","1","0.836018957345972","0.222222222222222","0.785714285714286","1","0.666666666666667","0","0.675","0.5","0.333333333333333","0.125","0.222222222222222","0.133333333333333","0.0588235294117647","1","0","1","1","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","No"
"811","811","No","0.666666666666667","0.0714285714285714","0","0","0.666666666666667","0.75","0.666666666666667","0.866561348077936","0.333333333333333","0.0714285714285714","0","1","0.333333333333333","0.575","0.5","0.666666666666667","0.3","0.5","0.266666666666667","0.529411764705882","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","1","0","1","No"
"813","813","No","0.595238095238095","0.928571428571429","0.5","0.666666666666667","0.666666666666667","0.5","0","0.516640337019484","0.888888888888889","0","0","0.666666666666667","0.333333333333333","0.45","0.166666666666667","0.666666666666667","0.2","0.388888888888889","0","0.0588235294117647","1","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","No"
"815","815","No","0.523809523809524","0.464285714285714","0.5","0.666666666666667","0.333333333333333","1","0.666666666666667","0.980358083201685","0.111111111111111","0.214285714285714","0","0","0","0.525","0.333333333333333","1","0.5","0.388888888888889","0.266666666666667","0.529411764705882","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","No"
"821","821","No","0.404761904761905","0.357142857142857","0.25","1","0.666666666666667","0.25","1","0.208478146392838","0.111111111111111","0","0","1","0.333333333333333","0.125","0.5","0.666666666666667","0.125","0.111111111111111","0","0.117647058823529","1","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","1","No"
"822","822","No","0.738095238095238","0.25","0.75","1","0.333333333333333","0.75","0.333333333333333","0.637756714060032","0.666666666666667","0.428571428571429","0","0.333333333333333","0.333333333333333","0.55","0.5","0.666666666666667","0.225","0.444444444444444","0.133333333333333","0.176470588235294","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","1","No"
"823","823","No","0.380952380952381","0.0357142857142857","0.25","1","0.666666666666667","0.25","0.666666666666667","0.159241706161137","0.222222222222222","0","0","1","0","0.125","0.5","0.333333333333333","0.075","0.111111111111111","0","0.117647058823529","1","1","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","No"
"824","824","No","0.261904761904762","0.321428571428571","0.5","1","0.666666666666667","0","0.333333333333333","0.120168509741969","0","0.214285714285714","0","1","0.666666666666667","0.2","0.333333333333333","0.333333333333333","0.175","0.277777777777778","0.0666666666666667","0.0588235294117647","1","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","No"
"825","825","No","0.571428571428571","1","0.5","0.333333333333333","0","0.25","1","0.171827277514481","0.444444444444444","0.571428571428571","0","0","0","0.4","0.5","0.666666666666667","0.025","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","No"
"827","827","No","0.476190476190476","0","0.5","0.666666666666667","1","0","0.666666666666667","0.0966298051606108","0.111111111111111","0.142857142857143","0","1","0.333333333333333","0.175","0.333333333333333","1","0.175","0.333333333333333","0.333333333333333","0","1","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","1","1","0","1","No"
"829","829","Yes","0","0.25","0","0.666666666666667","0.666666666666667","0","0.666666666666667","0.0471300684570827","0.111111111111111","0.0714285714285714","0","1","0","0","0","0.666666666666667","0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","No"
"831","831","No","0.547619047619048","0.392857142857143","0.75","0.333333333333333","0.666666666666667","0","1","0.197840968931016","0.333333333333333","0","0","0","0.333333333333333","0.15","0.666666666666667","0.666666666666667","0.025","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","No"
"833","833","No","0.452380952380952","0.857142857142857","0.25","0.666666666666667","0.333333333333333","0.25","1","0.248657187993681","0.777777777777778","0.142857142857143","0","0.666666666666667","0.666666666666667","0.225","0.333333333333333","0.666666666666667","0.15","0.111111111111111","0.0666666666666667","0.176470588235294","1","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","No"
"835","835","No","0.380952380952381","0.285714285714286","0","0.333333333333333","0.666666666666667","0.25","0.666666666666667","0.247761979989468","0.111111111111111","0.642857142857143","1","0","0","0.15","0.5","0.333333333333333","0.15","0.277777777777778","0.0666666666666667","0.176470588235294","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","No"
"838","838","No","0.523809523809524","0.285714285714286","0.75","0.333333333333333","0.666666666666667","0.5","0.666666666666667","0.657714586624539","1","0.428571428571429","0","0.666666666666667","0","0.5","0.5","0.333333333333333","0.45","0.388888888888889","0.133333333333333","0.764705882352941","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","No"
"842","842","No","0.142857142857143","0.821428571428571","0.5","1","0.666666666666667","0","0.333333333333333","0.136282253817799","0.888888888888889","0.785714285714286","1","1","0","0.15","0.333333333333333","0.666666666666667","0.1","0.166666666666667","0.0666666666666667","0.117647058823529","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","No"
"846","846","No","0.523809523809524","0.892857142857143","0.25","0.666666666666667","0.333333333333333","0.25","1","0.1797261716693","0.333333333333333","0.142857142857143","0","1","0.333333333333333","0.4","0.5","0","0.025","0.0555555555555556","0","0","1","1","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","No"
"847","847","No","0.404761904761905","0.0357142857142857","0.5","0.666666666666667","0.333333333333333","0.5","0.333333333333333","0.487888362295945","0.222222222222222","0.5","0","0.333333333333333","0.333333333333333","0.375","0.333333333333333","1","0.175","0.388888888888889","0.4","0.235294117647059","1","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1","No"
"848","848","No","0.380952380952381","0","0.5","1","0.333333333333333","0.25","0","0.228225381779884","0","0.642857142857143","1","0.666666666666667","0","0.35","0.5","0.666666666666667","0.325","0.5","0.266666666666667","0.529411764705882","1","1","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","No"
"855","855","No","0.642857142857143","0.214285714285714","0.5","0","0.666666666666667","0","0.666666666666667","0.1826224328594","0.444444444444444","0.571428571428571","0","0.666666666666667","0.333333333333333","0.175","0.333333333333333","0.333333333333333","0.075","0.111111111111111","0","0.117647058823529","1","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","No"
"860","860","No","0.261904761904762","0.5","0","0.333333333333333","0","0","1","0.0610321221695629","0","0.5","0","0","0.333333333333333","0.15","0.333333333333333","0.333333333333333","0.125","0.222222222222222","0.0666666666666667","0.176470588235294","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","No"
"863","863","No","0.619047619047619","0.571428571428571","0.5","1","0","0","0.666666666666667","0.0674565560821485","0.222222222222222","0.142857142857143","0","1","0","0.15","0.5","0.666666666666667","0","0","0","0","1","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","No"
"865","865","Yes","0.547619047619048","0.142857142857143","0.25","0","0.333333333333333","0","0","0.0578199052132701","0.666666666666667","0.428571428571429","0","0","0.333333333333333","0.125","0.333333333333333","0","0.025","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","1","No"
"867","867","No","0.523809523809524","0.0357142857142857","0.75","0.333333333333333","0.666666666666667","0.25","0.333333333333333","0.174723538704581","0.555555555555556","0.0714285714285714","0","1","1","0.125","0.333333333333333","0.666666666666667","0","0","0","0","1","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","No"
"874","874","No","0.428571428571429","0.178571428571429","0.75","0.666666666666667","0","0","0.666666666666667","0.0912058978409689","0.111111111111111","0.214285714285714","0","0.666666666666667","0.333333333333333","0.175","0.666666666666667","0.666666666666667","0.175","0.388888888888889","0.0666666666666667","0.411764705882353","1","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","1","No"
"875","875","No","0.285714285714286","0.214285714285714","0.75","0.666666666666667","0.666666666666667","0.25","0.666666666666667","0.130700368615061","0.111111111111111","0.142857142857143","0","0","1","0.25","0.666666666666667","0.333333333333333","0.25","0.388888888888889","0.533333333333333","0.529411764705882","1","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","1","No"
"881","881","No","0.333333333333333","0.428571428571429","0.5","0.666666666666667","0.333333333333333","0","0.333333333333333","0.0913112164296998","0.111111111111111","0.642857142857143","1","0.666666666666667","0.333333333333333","0.05","0.333333333333333","0.666666666666667","0.05","0.111111111111111","0.133333333333333","0.117647058823529","1","1","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","No"
"888","888","No","0.571428571428571","0.892857142857143","1","0","0.666666666666667","0.5","0","0.641495523959979","0.333333333333333","0.428571428571429","0","0.666666666666667","0","0.5","1","0.666666666666667","0.025","0","0","0","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","No"
"889","889","No","0.404761904761905","0.25","0.25","0.666666666666667","0.333333333333333","0.5","1","0.493312269615587","0.444444444444444","0","0","0.333333333333333","0.333333333333333","0.4","1","0.333333333333333","0.325","0.111111111111111","0.266666666666667","0.705882352941177","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","No"
"892","892","No","0.619047619047619","0.0357142857142857","0","0","1","0","1","0.0527646129541864","0.111111111111111","0.142857142857143","0","1","0.333333333333333","0.25","0.833333333333333","0.666666666666667","0.25","0.277777777777778","0.466666666666667","0.411764705882353","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","No"
"894","894","No","0.261904761904762","0","0.5","0","0.666666666666667","0","1","0.144865718799368","0.111111111111111","0.285714285714286","0","0","1","0.075","0.833333333333333","0.666666666666667","0.075","0.111111111111111","0.0666666666666667","0.117647058823529","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","No"
"898","898","No","0.976190476190476","0.0714285714285714","0.5","0.666666666666667","0.333333333333333","0.25","1","0.219167983149026","0.555555555555556","0.428571428571429","0","1","0","0.325","0.333333333333333","0.666666666666667","0.15","0.0555555555555556","0","0.294117647058824","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","No"
"899","899","No","0.595238095238095","0.0714285714285714","0.5","0.666666666666667","0","1","1","0.986361242759347","0.333333333333333","0.214285714285714","0","0.333333333333333","0.333333333333333","0.625","0.333333333333333","0.666666666666667","0.2","0.388888888888889","0","0.411764705882353","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","1","No"
"900","900","No","0.738095238095238","0.107142857142857","0.25","0","0.333333333333333","1","0.666666666666667","0.932174828857293","0.222222222222222","0.142857142857143","0","0.666666666666667","0.333333333333333","0.575","0.333333333333333","1","0.025","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","1","0","1","No"
"901","901","No","0.428571428571429","0.0714285714285714","0.5","0.666666666666667","0.666666666666667","0","0.333333333333333","0.141284886782517","0.111111111111111","0.0714285714285714","0","0.666666666666667","0","0.3","0.333333333333333","0.333333333333333","0.275","0.555555555555556","0","0.411764705882353","1","1","0","1","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","1","0","1","No"
"906","906","No","0.261904761904762","0","0.5","1","0.333333333333333","0.75","1","0.79594523433386","0.333333333333333","0.214285714285714","0","0.333333333333333","0.666666666666667","0.225","0.333333333333333","0.333333333333333","0.175","0.388888888888889","0.0666666666666667","0.411764705882353","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","No"
"911","911","No","0.119047619047619","0","0.25","1","0.666666666666667","0","0.666666666666667","0.0112690889942075","0.111111111111111","0.785714285714286","1","1","0.333333333333333","0.025","0.333333333333333","0.666666666666667","0.025","0","0","0.0588235294117647","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","1","No"
"912","912","Yes","0.166666666666667","0.821428571428571","0","0.666666666666667","0","0","1","0.00573986308583465","0.111111111111111","0.214285714285714","0","1","0","0.025","0.666666666666667","0.666666666666667","0.025","0","0.0666666666666667","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","Yes"
"914","914","Yes","0.642857142857143","0.0357142857142857","0.5","0","0","1","0.333333333333333","0.93812532912059","0.222222222222222","0.357142857142857","0","0","0","0.65","0.333333333333333","0.666666666666667","0.6","0.555555555555556","0.0666666666666667","0.647058823529412","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","Yes"
"920","920","No","0.976190476190476","0.607142857142857","0.75","1","0.666666666666667","0.5","1","0.500421274354924","0.666666666666667","0.0714285714285714","0","1","0","0.625","1","0.333333333333333","0.225","0.388888888888889","0.333333333333333","0.235294117647059","1","0","0","1","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","No"
"924","924","No","0.380952380952381","0.357142857142857","0.5","0.666666666666667","0.333333333333333","0.25","0.333333333333333","0.183307003686151","0.444444444444444","0","0","1","0.666666666666667","0.35","0.833333333333333","1","0.25","0.5","0.0666666666666667","0.470588235294118","1","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","1","No"
"930","930","No","0.238095238095238","0.0357142857142857","0.5","1","0.333333333333333","0","1","0.150500263296472","0.111111111111111","0.0714285714285714","0","0.333333333333333","0.333333333333333","0.05","0.333333333333333","0.666666666666667","0.05","0.111111111111111","0.133333333333333","0.117647058823529","1","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","Yes"
"934","934","No","0.238095238095238","0","0.5","1","0.666666666666667","0","0","0.0563981042654028","0.222222222222222","0","0","0.333333333333333","0","0.125","0.333333333333333","0.333333333333333","0.075","0.111111111111111","0.0666666666666667","0.117647058823529","1","0","0","1","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","1","No"
"940","940","Yes","0.333333333333333","0.214285714285714","0.25","1","0.666666666666667","0.25","0.666666666666667","0.204002106371775","0.111111111111111","0.5","0","0","0.333333333333333","0.25","0.5","0.666666666666667","0.25","0.222222222222222","0.0666666666666667","0.0588235294117647","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","1","Yes"
"941","941","Yes","0.5","0.785714285714286","0.5","0.666666666666667","0.666666666666667","0","0","0.152448657187994","0","0.142857142857143","0","0","0","0.15","0.333333333333333","0.666666666666667","0.125","0.111111111111111","0","0.176470588235294","0","0","0","1","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","Yes"
"942","942","No","0.285714285714286","0.178571428571429","0.5","0","0.333333333333333","0.25","1","0.190521327014218","0","0.0714285714285714","0","0","0.333333333333333","0.25","1","0.666666666666667","0.225","0.111111111111111","0.4","0.411764705882353","1","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","1","No"
"943","943","No","0.428571428571429","0.321428571428571","0.75","1","0.666666666666667","0.5","0.666666666666667","0.320431806213797","0.333333333333333","0.0714285714285714","0","0","0","0.25","0","0.666666666666667","0.175","0.388888888888889","0.0666666666666667","0.411764705882353","1","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","1","No"
"945","945","No","0.238095238095238","0","0.5","0.666666666666667","0","0.25","1","0.298314902580305","0","0","0","0","1","0.25","1","0.666666666666667","0.225","0.444444444444444","0.466666666666667","0.294117647058824","1","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","No"
"949","949","No","0.285714285714286","0.571428571428571","0.75","0.333333333333333","0.666666666666667","0.5","0","0.574354923644023","0.111111111111111","0.857142857142857","1","1","0.666666666666667","0.225","0.333333333333333","0.666666666666667","0.225","0.0555555555555556","0","0.470588235294118","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","No"
"951","951","No","0.30952380952381","0.0357142857142857","0.75","1","0.666666666666667","0.5","0.666666666666667","0.465666140073723","0.111111111111111","0.571428571428571","0","0","0.333333333333333","0.25","0.833333333333333","0.333333333333333","0.25","0.444444444444444","0.6","0.352941176470588","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","No"
"952","952","No","0.547619047619048","0.321428571428571","0.25","0.666666666666667","0","0.25","0.333333333333333","0.270774091627172","0.111111111111111","0.142857142857143","0","0","0","0.475","0.666666666666667","0.666666666666667","0.475","0.111111111111111","0.733333333333333","0.529411764705882","1","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","No"
"955","955","No","0.571428571428571","0.0357142857142857","0","0.666666666666667","0.666666666666667","0.75","0.666666666666667","0.887414428646656","0","0.142857142857143","0","1","0","0.525","0.5","0.333333333333333","0.5","0.444444444444444","0.133333333333333","0.588235294117647","1","0","1","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","No"
"956","956","No","0.880952380952381","0.0357142857142857","0.25","1","0","1","0.666666666666667","0.95724065297525","0.444444444444444","0.214285714285714","0","1","0.333333333333333","0.575","0.833333333333333","0.666666666666667","0.475","0.5","0.6","0.647058823529412","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","No"
"957","957","No","0.904761904761905","0.25","0.75","1","0.666666666666667","1","0.333333333333333","0.985150078988942","0.666666666666667","0.214285714285714","0","0","0","0.9","0.666666666666667","0.666666666666667","0.175","0.166666666666667","0.466666666666667","0.411764705882353","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","No"
"958","958","No","0.523809523809524","0.535714285714286","0.25","0.666666666666667","0.666666666666667","0","0.666666666666667","0.13349131121643","1","0.357142857142857","0","0.333333333333333","0.333333333333333","0.15","0","0.666666666666667","0.1","0.111111111111111","0","0","1","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","1","No"
"960","960","No","0.523809523809524","0.0357142857142857","0.5","0.666666666666667","0.666666666666667","0.25","1","0.192311743022644","0.111111111111111","0.142857142857143","0","0.666666666666667","0","0.225","0.666666666666667","0.666666666666667","0.225","0.444444444444444","0.533333333333333","0.470588235294118","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","No"
"963","963","No","0.785714285714286","0.142857142857143","0.5","0.666666666666667","0.666666666666667","0.75","0.333333333333333","0.685466034755134","0.111111111111111","0","0","0.333333333333333","0.333333333333333","0.825","0.333333333333333","0.666666666666667","0.825","0.5","0","0.588235294117647","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","No"
"964","964","No","0.476190476190476","0.0357142857142857","0.25","0.333333333333333","0.666666666666667","0.25","0","0.30984728804634","0.333333333333333","0.285714285714286","0","1","0.333333333333333","0.275","0.5","0.666666666666667","0.175","0.388888888888889","0.0666666666666667","0.411764705882353","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","No"
"965","965","No","0.380952380952381","0.5","0.25","0.666666666666667","0.666666666666667","0.25","0","0.26940494997367","0.111111111111111","0.0714285714285714","0","1","0","0.25","1","1","0.25","0.444444444444444","0.6","0.352941176470588","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","No"
"974","974","No","0.404761904761905","0","0.5","1","0.333333333333333","0.25","1","0.229278567667193","0","0.0714285714285714","0","0.333333333333333","0.333333333333333","0.25","0","0.666666666666667","0.225","0.388888888888889","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","No"
"977","977","No","0.904761904761905","0.785714285714286","0.5","1","0.666666666666667","0.75","0.333333333333333","0.65260663507109","0.444444444444444","0.0714285714285714","0","0","0.333333333333333","0.825","0","0.666666666666667","0.475","0.888888888888889","1","0.529411764705882","1","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","No"
"979","979","No","0.523809523809524","0.0357142857142857","0","0.333333333333333","1","0.25","0.666666666666667","0.282675092153765","0.555555555555556","0.642857142857143","1","0.333333333333333","1","0.375","0","0.666666666666667","0.3","0.611111111111111","0.733333333333333","0.470588235294118","1","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","No"
"981","981","Yes","0.30952380952381","0.0357142857142857","0.5","0.666666666666667","0.333333333333333","0","1","0.093522906793049","0.777777777777778","0.214285714285714","0","0.666666666666667","0","0.075","0.5","1","0.025","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","Yes"
"984","984","No","0.380952380952381","0.0357142857142857","0.75","0.666666666666667","0.666666666666667","0.25","1","0.298999473407056","0.111111111111111","0","0","1","0","0.35","0.333333333333333","1","0.35","0.611111111111111","0.266666666666667","0.647058823529412","1","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","No"
"985","985","No","0.238095238095238","0.892857142857143","0.5","0.666666666666667","0.333333333333333","0.25","0","0.195629278567667","0.111111111111111","0","0","0.666666666666667","0.333333333333333","0.125","0","0.666666666666667","0.125","0.166666666666667","0","0.235294117647059","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","No"
"986","986","Yes","0.30952380952381","0.75","0.75","1","0.666666666666667","0.25","0.666666666666667","0.272248551869405","0.111111111111111","0.285714285714286","0","1","0.666666666666667","0.25","0.5","0.333333333333333","0.25","0.111111111111111","0.4","0.411764705882353","0","0","0","1","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","Yes"
"989","989","No","0.547619047619048","0.75","0.5","1","0.666666666666667","0.25","1","0.234755134281201","0.333333333333333","0.214285714285714","0","0","0.666666666666667","0.3","0.666666666666667","0.333333333333333","0.15","0.111111111111111","0.2","0.176470588235294","1","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","No"
"992","992","No","0.333333333333333","0.0357142857142857","0","0.666666666666667","0.666666666666667","0.25","0.333333333333333","0.161611374407583","0","0.142857142857143","0","0","1","0.1","0.5","0.333333333333333","0.075","0.111111111111111","0.0666666666666667","0.117647058823529","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","No"
